mysql> 
SELECT value,total 
FROM totals 
WHERE variable="video" 
GROUP BY value 
HAVING total>2 
ORDER BY total DESC;
+-------------------------------+--------+
| value                         | total  |
| 480x762x16                    |      3 |
| 500x210x4                     |      3 |
| 563x269x32                    |      3 |
| 585x439x32                    |      3 |
| 600x800x16                    |      3 |
| 600x800x32                    |      3 |
| 600x938x32                    |      3 |
| 627x302x32                    |      3 |
| 640x280x4                     |      3 |
| 640x384x24                    |      3 |
| 650x250x32                    |      3 |
| 650x850x24                    |      3 |
| 661x529x24                    |      3 |
| 667x500x24                    |      3 |
| 700x300x24                    |      3 |
| 700x350x24                    |      3 |
| 700x525x24                    |      3 |
| 700x525x32                    |      3 |
| 731x549x32                    |      3 |
| 734x550x32                    |      3 |
| 736x414x24                    |      3 |
| 750x300x24                    |      3 |
| 750x400x24                    |      3 |
| 750x600x24                    |      3 |
| 751x422x24                    |      3 |
| 762x572x32                    |      3 |
| 768x1024x16                   |      3 |
| 768x576x16                    |      3 |
| 776x575x24                    |      3 |
| 778x622x32                    |      3 |
| 781x439x32                    |      3 |
| 793x595x32                    |      3 |
| 800x1002x16                   |      3 |
| 800x1003x24                   |      3 |
| 800x1018x32                   |      3 |
| 800x1050x24                   |      3 |
| 800x1065x16                   |      3 |
| 800x1129x32                   |      3 |
| 800x1150x32                   |      3 |
| 800x1163x32                   |      3 |
| 800x1183x16                   |      3 |
| 800x1185x32                   |      3 |
| 800x1186x32                   |      3 |
| 800x1199x32                   |      3 |
| 800x1232x24                   |      3 |
| 800x1233x32                   |      3 |
| 800x1242x32                   |      3 |
| 800x1247x32                   |      3 |
| 800x1248x32                   |      3 |
| 800x1264x32                   |      3 |
| 800x1270x16                   |      3 |
| 800x1272x32                   |      3 |
| 800x1277x32                   |      3 |
| 800x1290x32                   |      3 |
| 800x1310x32                   |      3 |
| 800x1315x32                   |      3 |
| 800x1317x32                   |      3 |
| 800x1321x32                   |      3 |
| 800x1364x32                   |      3 |
| 800x1422x32                   |      3 |
| 800x299x32                    |      3 |
| 800x323x32                    |      3 |
| 800x358x24                    |      3 |
| 800x360x32                    |      3 |
| 800x385x32                    |      3 |
| 800x394x32                    |      3 |
| 800x401x32                    |      3 |
| 800x432x32                    |      3 |
| 800x439x32                    |      3 |
| 800x440x4                     |      3 |
| 800x445x32                    |      3 |
| 800x464x32                    |      3 |
| 800x468x32                    |      3 |
| 800x479x32                    |      3 |
| 800x521x16                    |      3 |
| 800x533x32                    |      3 |
| 800x576x24                    |      3 |
| 800x599x24                    |      3 |
| 800x600x12                    |      3 |
| 800x620x32                    |      3 |
| 800x650x16                    |      3 |
| 800x904x16                    |      3 |
| 800x933x24                    |      3 |
| 805x452x24                    |      3 |
| 812x508x24                    |      3 |
| 819x480x24                    |      3 |
| 819x512x16                    |      3 |
| 832x468x24                    |      3 |
| 836x461x24                    |      3 |
| 850x500x32                    |      3 |
| 853x533x16                    |      3 |
| 853x683x16                    |      3 |
| 864x1152x24                   |      3 |
| 864x486x24                    |      3 |
| 867x520x24                    |      3 |
| 868x543x24                    |      3 |
| 884x707x16                    |      3 |
| 888x499x24                    |      3 |
| 894x524x32                    |      3 |
| 900x1440x16                   |      3 |
| 900x750x32                    |      3 |
| 906x566x24                    |      3 |
| 914x514x24                    |      3 |
| 917x688x32                    |      3 |
| 933x525x24                    |      3 |
| 933x597x24                    |      3 |
| 934x584x32                    |      3 |
| 936x585x24                    |      3 |
| 936x797x32                    |      3 |
| 943x530x24                    |      3 |
| 943x530x32                    |      3 |
| 950x700x32                    |      3 |
| 950x897x24                    |      3 |
| 953x762x24                    |      3 |
| 960x1280x16                   |      3 |
| 960x1536x32                   |      3 |
| 960x600xundefined             |      3 |
| 962x533x32                    |      3 |
| 964x553x32                    |      3 |
| 967x725x32                    |      3 |
| 980x509x32                    |      3 |
| 980x514x32                    |      3 |
+-------------------------------+--------+
2695 rows in set (0.13 sec)
